GeneID	Genename	Genebiotype	Chr	Start	End	Strand	GTEX-15ER7-3126-SM-7KUGH	GTEX-YFC4-3126-SM-5PNV6	GTEX-15SHU-3126-SM-6M46H	GTEX-1HBPH-3126-SM-9WYUV	GTEX-RNOR-2326-SM-2TF4I	GTEX-13SLX-3126-SM-5S2Q5	GTEX-RU72-3026-SM-CYPRV	GTEX-14A5I-2926-SM-5Q5CQ	GTEX-11GSP-3226-SM-5986O	GTEX-12WSD-3126-SM-5HL7P	GTEX-13O3O-3126-SM-5KM3H	GTEX-14DAQ-3126-SM-62LDS	GTEX-1EWIQ-3126-SM-7MXTI	GTEX-P44G-2426-SM-2I5ER	GTEX-11ZUS-2926-SM-5FQSL	GTEX-1HT8W-3026-SM-CGQEO	GTEX-WZTO-2926-SM-3NM9I	GTEX-13NYB-3026-SM-5IJD7	GTEX-14JG1-3026-SM-5YYAA	GTEX-17MF6-2926-SM-7LTAW	GTEX-1EN7A-3026-SM-7PBYT	GTEX-1KD4Q-2926-SM-D3L9N	GTEX-15RJE-3026-SM-7KUM1	GTEX-13OW6-3026-SM-5J2MI	GTEX-13PVQ-3026-SM-5SI93	GTEX-14BIL-3026-SM-7EWD4	GTEX-17HII-3026-SM-7EWFM	GTEX-18465-3026-SM-7LG6Y	GTEX-1B8SG-1726-SM-73KXK	GTEX-1C6VQ-3026-SM-7IGPU	GTEX-1GZ4I-3026-SM-9KNTX	GTEX-1JMLX-2926-SM-CL54C	GTEX-T6MN-2626-SM-32PMQ	GTEX-1HCVE-3026-SM-CL54G	GTEX-11DXY-3226-SM-5GIDE	GTEX-12ZZZ-3026-SM-5BC67	GTEX-1399T-3026-SM-5KLZC	GTEX-18A6Q-2926-SM-718AR	GTEX-1AX9I-3026-SM-73KUH	GTEX-1B8L1-3026-SM-7EPHK	GTEX-1EKGG-2926-SM-7EPIH	GTEX-1GF9V-2926-SM-7PBXO	GTEX-1GN2E-3026-SM-9WG6I	GTEX-1GN73-3126-SM-9KNTY	GTEX-1IKJJ-2926-SM-A9G2N	GTEX-1IKK5-2926-SM-ARU7Q	GTEX-1JJEA-2826-SM-ARU8R	GTEX-1NV8Z-3126-SM-E76R3	GTEX-1RQEC-2926-SM-EVR5A	GTEX-1I1HK-2826-SM-CKZPL	GTEX-1JJ6O-3126-SM-CNNP8
ENSG00000112378.11	PERP	protein_coding	chr6	138088505	138107511	-	5	4	5	4	3	4	3	3	5	4	2	6	4	3	3	5	8	3	2	4	2	3	OO-12	4	8	3	2	3	2	5	5	4	3	4	7	6	3	3	3	3	5	4	2	3	1	4	3	3	1	2	4
ENSG00000112561.17	TFEB	protein_coding	chr6	41683978	41736259	-	3	9	4	4	5	6	5	5	6	7	5	4	4	4	4	3	4	12	4	6	3	5	6	9	OO-16	5	3	4	1	5	5	5	7	6	5	5	5	5	5	4	6	6	6	9	4	6	4	5	3	10	6
ENSG00000112799.8	LY86	protein_coding	chr6	6588108	6654983	+	1	1	2	1	1	1	1	1	1	2	1	2	2	2	3	1	2	2	2	1	1	1	OO-15	2	1	1	1	1	0	0	2	1	1	4	4	1	3	1	2	2	2	1	0	1	1	4	1	2	1	1	4
ENSG00000113070.7	HBEGF	protein_coding	chr5	140332843	140346631	-	5	13	6	8	7	12	6	5	OO-34	9	6	11	6	14	6	7	19	11	7	7	4	7	8	8	30	5	9	5	7	4	8	6	10	8	7	8	8	8	5	4	11	12	8	18	3	14	7	9	5	11	8
ENSG00000113361.12	CDH6	protein_coding	chr5	31193750	31329146	+	2	4	2	2	2	3	2	1	1	2	2	2	2	2	2	2	5	2	2	2	1	3	OO-7	3	3	2	2	2	1	1	2	2	2	2	3	3	2	3	2	2	2	2	2	2	1	3	2	3	2	3	1
ENSG00000114854.7	TNNC1	protein_coding	chr3	52451102	52454070	-	2	2	2	2	2	1	1	3	2	1	1	5	1	5	4	1	7	5	1	2	2	1	6	3	2	1	1	6	1	1	1	OO-20	2	2	4	2	3	1	1	1	5	1	1	1	2	1	1	6	1	1	1
ENSG00000115107.19	STEAP3	protein_coding	chr2	119223831	119265652	+	1	1	1	1	2	1	2	1	2	2	1	3	2	3	1	2	2	1	1	1	1	2	OO-8	1	1	2	1	2	0	1	2	2	1	1	2	2	2	2	1	1	3	2	1	1	1	3	2	2	1	1	4
ENSG00000115138.10	POMC	protein_coding	chr2	25160853	25168903	-	1	2	4	1	1	5	1	2	10	5	3	3	8	1	3	3	5	OO-22	6	1	1	4	3	3	9	7	9	3	1	2	3	10	2	1	2	15	3	2	1	7	6	2	2	1	2	1	2	3	1	1	7
ENSG00000115165.9	CYTIP	protein_coding	chr2	157414619	157488961	-	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	OO-6	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0
ENSG00000115386.5	REG1A	protein_coding	chr2	79120458	79123419	+	0	0	3	0	0	3	0	5	0	1	5	0	2	2	0	3	1	0	0	1	1	0	0	0	4	3	OO-24	0	OO-58	4	0	0	0	0	2	11	0	OO-90	2	1	1	0	3	0	0	0	0	0	0	2	3
ENSG00000115414.18	FN1	protein_coding	chr2	215360440	215436172	-	20	13	18	18	12	15	13	11	19	27	11	33	23	24	11	16	60	12	15	14	22	15	OO-69	12	18	18	14	11	11	9	18	16	12	15	22	26	26	16	12	20	OO-62	19	16	10	6	20	24	12	9	10	19
ENSG00000115461.4	IGFBP5	protein_coding	chr2	216672105	216695525	-	20	26	OO-82	16	22	13	21	18	24	26	8	58	18	26	18	25	54	15	22	8	16	20	75	24	16	32	13	30	7	21	69	21	20	26	34	31	30	14	17	23	67	23	12	17	11	23	19	28	9	30	18
ENSG00000115474.6	KCNJ13	protein_coding	chr2	232766464	232776568	-	0	0	1	0	0	0	0	0	0	0	0	OO-5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000115556.13	PLCD4	protein_coding	chr2	218607765	218637181	+	4	3	3	3	4	3	3	3	3	4	2	4	2	2	2	4	5	3	4	2	3	5	3	4	4	5	2	3	2	OO-12	6	3	3	3	5	4	4	4	3	2	7	4	4	4	2	4	3	4	3	3	3
ENSG00000115594.11	IL1R1	protein_coding	chr2	102064544	102179874	+	3	2	2	2	2	1	1	2	2	1	2	2	1	5	1	1	2	1	1	3	2	1	OO-16	2	5	2	3	1	1	5	2	2	1	2	1	2	2	1	2	1	2	3	1	3	1	4	2	1	1	1	6
ENSG00000115596.3	WNT6	protein_coding	chr2	218859821	218874233	+	0	1	3	2	1	2	1	2	1	1	1	5	1	0	1	1	2	0	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	OO-8	1	1	1	1	1	1	0	0	1	1
ENSG00000115604.10	IL18R1	protein_coding	chr2	102355929	102398775	+	1	1	1	1	0	1	0	1	0	1	1	1	0	3	0	0	0	0	1	3	1	0	OO-7	0	1	2	2	0	1	2	2	2	0	2	0	0	1	0	2	0	0	2	1	2	0	1	0	0	0	1	2
ENSG00000115616.2	SLC9A2	protein_coding	chr2	102619707	102711318	+	1	1	1	1	1	0	1	0	0	1	0	5	0	1	1	1	3	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	2	1	1	1	0	1	OO-6	0	0	0	0	1	1	1	0	0	1
ENSG00000115956.9	PLEK	protein_coding	chr2	68365173	68397453	+	2	2	1	1	2	1	1	1	5	1	1	2	1	4	1	1	2	1	1	2	2	1	OO-8	1	3	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	3	1	2	1	2	2	1	2
ENSG00000115963.13	RND3	protein_coding	chr2	150468195	150539011	-	10	6	5	6	6	5	5	4	2	4	4	6	4	12	4	5	11	2	6	3	5	5	OO-26	4	6	4	6	7	3	4	8	5	3	4	5	6	3	5	3	6	4	5	3	6	2	5	4	5	4	4	8
ENSG00000116016.13	EPAS1	protein_coding	chr2	46293667	46386703	+	76	41	55	64	45	42	57	45	60	68	45	55	60	68	29	40	99	46	44	71	49	55	OO-261	57	64	79	61	39	36	84	62	64	44	85	40	66	65	62	57	70	70	61	59	45	39	53	58	43	28	39	70
ENSG00000116574.5	RHOU	protein_coding	chr1	228735077	228746669	+	12	27	16	16	15	12	12	18	16	19	22	16	13	27	12	10	12	44	16	34	15	19	26	27	OO-84	16	13	9	8	18	23	21	22	22	23	18	18	15	16	12	22	27	27	54	13	21	14	17	8	30	29
ENSG00000116678.19	LEPR	protein_coding	chr1	65525689	65641559	+	1	1	5	1	1	1	1	1	1	1	1	4	1	1	1	1	4	1	1	1	1	1	OO-6	1	1	1	1	1	1	1	2	1	1	2	2	3	2	1	1	1	OO-8	2	1	1	1	1	1	1	1	1	1
ENSG00000116711.9	PLA2G4A	protein_coding	chr1	186828953	186988981	+	2	3	3	3	3	1	2	1	1	1	2	3	1	3	2	2	3	2	2	2	1	2	OO-9	2	1	2	1	2	1	1	2	2	3	3	4	2	3	2	2	3	4	1	1	2	1	2	2	2	1	2	4
ENSG00000116774.11	OLFML3	protein_coding	chr1	113979391	114035572	+	2	2	4	2	2	1	1	1	2	3	1	OO-10	1	1	2	2	OO-6	2	2	1	1	2	4	2	2	2	1	1	1	1	2	1	1	2	OO-6	2	3	2	2	2	OO-7	2	1	1	1	3	3	2	1	1	2
ENSG00000116815.15	CD58	protein_coding	chr1	116514535	116571039	-	3	1	3	2	2	2	3	2	3	3	2	3	2	2	2	2	4	2	2	3	2	2	OO-8	3	3	2	2	2	1	2	3	4	1	3	2	3	4	2	2	2	3	3	2	2	2	3	2	3	1	2	3
ENSG00000116962.14	NID1	protein_coding	chr1	235975830	236065162	-	3	3	4	4	2	2	2	3	5	3	3	6	2	5	2	2	7	2	2	5	4	3	OO-15	2	5	4	4	2	3	4	4	4	2	7	2	3	4	3	2	3	6	3	4	2	2	7	4	2	2	2	5
ENSG00000117394.20	SLC2A1	protein_coding	chr1	42925375	42959048	-	70	41	55	56	48	59	56	47	69	86	47	68	59	32	33	43	49	45	46	85	43	67	OO-211	64	61	89	59	35	18	92	67	90	52	93	62	67	67	50	74	71	68	79	78	46	27	83	76	40	21	47	77
ENSG00000117525.13	F3	protein_coding	chr1	94529225	94541800	-	79	50	45	51	40	26	71	49	84	59	78	54	57	112	17	30	59	32	48	49	76	47	181	72	69	56	58	49	41	50	80	54	24	53	61	67	68	62	30	31	73	47	51	108	27	46	59	45	46	40	OO-240
ENSG00000118271.9	TTR	protein_coding	chr18	31591726	31599021	+	0	3	1	1	0	1	0	0	0	OO-28	0	0	2	1	1	0	1	0	0	0	0	0	5	0	OO-42	1	1	0	0	0	0	0	1	1	1	2	0	1	0	0	4	0	0	0	OO-6	0	4	1	3	0	0
ENSG00000118292.8	C1orf54	protein_coding	chr1	150268567	150280916	+	14	9	13	9	10	10	14	12	16	14	9	15	13	7	7	11	17	8	10	18	13	10	17	16	11	15	9	9	10	OO-40	14	10	9	10	12	12	16	10	7	8	15	13	11	12	8	11	10	13	11	9	14
ENSG00000118503.14	TNFAIP3	protein_coding	chr6	137867188	137883312	+	1	1	1	1	1	4	1	1	OO-8	2	1	2	1	OO-9	1	1	3	1	1	2	1	1	5	1	5	1	3	1	3	1	1	1	1	1	1	1	2	2	1	1	3	2	1	4	1	3	2	1	1	1	2
ENSG00000118508.4	RAB32	protein_coding	chr6	146543693	146554965	+	4	4	4	4	3	4	4	3	5	4	3	5	3	4	3	4	6	4	3	4	4	2	OO-13	5	4	3	3	3	2	4	3	4	3	5	4	5	5	4	3	4	5	4	2	3	2	4	3	4	3	3	4
ENSG00000118640.10	VAMP8	protein_coding	chr2	85561562	85582031	+	3	5	OO-12	3	4	2	4	4	4	4	3	OO-13	4	7	3	3	8	3	4	5	4	3	OO-22	4	5	3	3	2	2	3	4	4	2	3	7	4	6	4	4	3	OO-14	4	4	3	3	5	5	5	3	4	8
ENSG00000119147.9	C2orf40	protein_coding	chr2	106063246	106078159	+	3	4	OO-22	4	3	4	3	3	2	2	3	OO-20	3	2	4	5	OO-16	4	3	2	1	4	4	3	2	4	3	3	1	2	4	3	3	4	6	6	5	4	3	4	OO-22	3	2	3	1	4	3	4	3	2	2
ENSG00000119508.17	NR4A3	protein_coding	chr9	99821855	99866891	+	3	3	1	2	3	8	1	1	OO-16	2	2	2	2	6	3	3	OO-37	1	2	0	1	3	3	3	4	1	2	3	1	0	4	2	4	2	3	3	1	2	1	2	6	6	1	OO-29	1	8	3	2	2	2	1
ENSG00000119535.17	CSF3R	protein_coding	chr1	36466043	36483278	-	2	5	4	3	3	2	2	2	3	2	4	3	2	4	3	1	3	2	2	5	11	2	OO-22	3	8	2	5	1	4	2	2	2	3	12	3	2	5	1	3	3	3	1	1	5	2	4	1	1	1	2	5
ENSG00000119630.13	PGF	protein_coding	chr14	74941834	74955784	-	3	3	3	2	2	3	3	2	5	5	2	4	4	3	2	3	7	3	2	2	3	3	OO-11	2	3	4	2	2	2	2	4	2	3	3	3	6	6	3	2	4	8	3	3	2	2	3	5	3	1	2	2
ENSG00000119681.11	LTBP2	protein_coding	chr14	74498170	74612378	-	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	1	OO-10	1	1	0	2	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	4	2	1	1	1	2	1	1	1	1	1
ENSG00000119917.13	IFIT3	protein_coding	chr10	89327894	89340971	+	18	13	11	14	15	12	15	14	16	18	11	17	16	12	13	12	17	20	17	14	16	14	15	22	10	14	14	21	6	13	20	17	18	17	20	20	19	22	14	14	19	11	10	19	10	15	17	13	OO-47	14	15
ENSG00000120129.5	DUSP1	protein_coding	chr5	172768090	172771195	-	95	68	99	68	52	139	86	29	148	161	49	153	121	127	35	59	OO-514	51	84	99	37	86	166	125	42	46	105	37	33	35	107	42	141	77	70	179	70	122	79	66	280	152	56	109	61	182	157	110	53	87	52
ENSG00000120708.16	TGFBI	protein_coding	chr5	136028895	136063818	+	1	3	3	1	2	1	1	1	2	1	1	7	2	4	2	3	OO-15	1	3	0	2	3	11	2	3	2	1	3	3	0	5	1	1	1	3	2	2	1	1	2	7	3	2	2	1	4	3	2	2	1	2
ENSG00000121005.8	CRISPLD1	protein_coding	chr8	74984515	75034558	+	1	2	2	1	2	1	1	2	1	1	2	2	1	4	1	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	3	2	1	1	1	1	1	1	1	1	3	0	2	1	2	1	1	OO-7
ENSG00000121068.13	TBX2	protein_coding	chr17	61399896	61409466	+	8	8	10	5	5	7	6	5	12	7	8	9	10	5	4	5	19	5	5	9	6	6	OO-40	7	10	8	9	4	5	8	6	6	5	7	5	8	14	7	6	7	12	10	5	4	5	8	13	6	4	5	9
ENSG00000121552.3	CSTA	protein_coding	chr3	122325244	122341972	+	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	OO-12	1	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0	0	1	OO-7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121898.12	CPXM2	protein_coding	chr10	123706207	123940267	-	0	1	OO-5	1	1	1	0	1	0	0	1	OO-8	1	1	1	1	OO-6	1	1	0	1	1	3	1	0	1	0	2	0	0	1	1	1	1	2	1	1	1	1	1	OO-10	1	1	1	0	1	0	1	0	1	1
ENSG00000121933.18	TMIGD3	protein_coding	chr1	111483348	111563962	-	2	2	3	2	2	2	1	3	2	2	4	1	1	4	2	1	1	3	3	3	1	3	OO-11	3	OO-15	1	2	2	1	1	2	2	3	6	3	1	2	1	2	3	1	2	2	8	2	6	1	3	1	2	3
ENSG00000122122.9	SASH3	protein_coding	chrX	129779979	129795201	+	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	0	1	1	1	1	2	1	OO-10	1	2	1	1	1	0	0	1	1	1	2	2	1	1	1	1	1	1	0	0	2	1	2	1	1	1	1	2
ENSG00000122176.10	FMOD	protein_coding	chr1	203340628	203351489	-	1	2	OO-10	1	2	1	1	0	1	1	1	OO-24	1	2	1	1	OO-12	1	1	1	3	1	OO-7	1	1	2	1	1	1	1	1	1	1	1	OO-9	3	2	1	0	2	OO-23	2	1	1	0	3	1	2	0	0	2
ENSG00000122591.11	FAM126A	protein_coding	chr7	22889371	23014130	-	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	OO-7	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
ENSG00000122679.8	RAMP3	protein_coding	chr7	45157791	45186302	+	7	15	10	7	7	9	8	4	5	11	6	18	12	16	9	10	9	9	8	7	4	12	OO-35	11	24	6	7	8	3	8	11	6	14	9	13	8	13	11	11	9	14	10	9	12	4	13	13	10	4	9	21
ENSG00000122861.15	PLAU	protein_coding	chr10	73909177	73917497	+	1	1	1	1	1	1	1	0	2	2	0	2	1	2	1	1	OO-8	1	1	0	1	1	4	1	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	3	1	1	1	0	2	1	1	0	1	1
ENSG00000122862.4	SRGN	protein_coding	chr10	69088106	69104811	+	35	11	19	28	17	30	21	16	47	34	24	37	19	82	10	12	58	11	13	37	36	22	OO-152	23	75	30	28	8	28	29	24	27	22	40	19	31	25	14	24	20	38	62	35	44	10	67	25	10	8	19	43
ENSG00000122863.5	CHST3	protein_coding	chr10	71964365	72013564	+	4	5	4	6	4	3	7	6	6	6	5	4	3	11	2	2	6	6	2	6	4	3	17	6	11	7	7	3	1	9	7	6	3	7	4	5	4	4	3	3	5	6	7	OO-24	4	7	4	3	3	5	14
ENSG00000123338.12	NCKAP1L	protein_coding	chr12	54497711	54548238	+	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	OO-6	1	1	1	0	1	0	0	1	1	1	2	1	0	1	0	1	1	1	0	0	1	0	2	0	1	0	0	1
ENSG00000123358.19	NR4A1	protein_coding	chr12	52022832	52059507	+	27	25	16	18	23	124	24	6	167	60	37	54	32	38	21	18	OO-289	19	35	10	10	26	16	54	36	14	53	16	16	5	28	23	110	20	21	54	16	52	17	22	149	62	15	103	19	101	59	43	16	37	8
ENSG00000123374.10	CDK2	protein_coding	chr12	55966769	55972784	+	1	1	2	2	1	2	2	1	3	2	2	3	1	6	1	1	2	1	1	3	2	2	OO-17	1	6	2	3	1	2	2	2	2	1	3	1	2	2	1	1	1	3	3	2	3	1	4	2	1	1	1	7
ENSG00000123560.13	PLP1	protein_coding	chrX	103773718	103792619	+	97	846	175	147	315	351	281	202	270	370	272	245	220	94	283	218	195	OO-1346	314	533	117	366	102	645	896	174	105	119	182	141	284	269	623	308	488	329	361	246	290	230	372	489	482	595	198	313	205	368	138	744	232
ENSG00000123609.10	NMI	protein_coding	chr2	151270465	151290057	-	3	2	2	2	2	1	2	2	2	2	2	3	2	4	2	2	3	3	2	3	3	1	OO-7	3	4	3	1	2	1	3	2	2	2	2	2	3	2	2	2	2	3	2	1	2	2	2	2	2	3	2	5
ENSG00000123610.4	TNFAIP6	protein_coding	chr2	151357592	151380048	+	2	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	3	1	1	1	1	1	1	OO-8	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	2	1	3	1	1	0	1	1	1	2
ENSG00000123689.5	G0S2	protein_coding	chr1	209675420	209676388	+	4	4	3	2	4	12	4	4	OO-24	6	3	4	9	2	3	4	5	5	3	2	3	4	2	7	13	4	5	5	3	2	4	3	5	2	6	7	4	6	3	4	5	3	4	5	3	9	3	5	3	4	2
ENSG00000123975.4	CKS2	protein_coding	chr9	89311198	89316703	+	6	7	5	8	5	14	10	6	9	4	8	7	3	5	6	8	9	4	5	1	2	4	5	5	3	2	6	7	2	3	6	5	9	5	6	4	5	7	6	6	8	3	4	OO-25	3	13	4	3	6	4	9
ENSG00000124102.4	PI3	protein_coding	chr20	45174876	45176544	+	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	5	0	1	1	0	0	1	0	0	0	0	0	0	0	OO-7	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000124107.5	SLPI	protein_coding	chr20	45252239	45254564	-	3	1	OO-138	0	2	1	2	1	3	1	1	OO-31	1	4	1	4	OO-24	2	0	2	5	2	OO-40	2	2	2	1	2	0	4	2	1	2	1	OO-15	OO-29	2	1	1	1	OO-83	2	1	1	2	3	3	2	2	1	2
ENSG00000124232.10	RBPJL	protein_coding	chr20	45306851	45317822	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OO-6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124253.10	PCK1	protein_coding	chr20	57561080	57568112	+	0	0	0	0	0	3	0	0	1	1	1	0	2	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	3	0	0	1	0	4	1	0	0	1	2	OO-6	0	0	0	0
ENSG00000124493.13	GRM4	protein_coding	chr6	34018645	34155622	-	1	3	1	2	2	3	1	1	1	1	1	2	1	1	2	2	2	2	2	0	0	OO-10	1	2	1	1	1	2	0	0	2	1	2	2	2	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1
ENSG00000124920.13	MYRF	protein_coding	chr11	61752649	61788518	+	6	86	19	14	29	33	16	16	26	39	26	20	17	6	31	13	16	141	28	38	10	35	9	63	OO-175	17	7	9	5	8	21	30	72	30	48	27	33	28	32	20	51	54	52	89	16	37	19	44	12	98	26
ENSG00000124935.3	SCGB1D2	protein_coding	chr11	62242210	62244808	+	1	0	0	1	1	0	1	3	1	1	0	1	0	1	0	0	0	1	0	2	1	0	2	1	2	1	1	1	0	OO-6	2	1	1	1	1	0	2	0	0	1	0	1	0	1	0	2	1	1	1	1	1
ENSG00000125089.16	SH3TC1	protein_coding	chr4	8182072	8241803	+	1	1	2	3	1	2	1	2	2	2	2	2	1	3	1	1	1	1	1	3	1	1	OO-14	2	3	3	2	1	1	4	2	2	1	4	1	1	2	1	2	1	1	2	2	4	1	6	1	1	1	1	4
ENSG00000125257.13	ABCC4	protein_coding	chr13	95019829	95301446	-	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	0	1	OO-5	1	1	1	1	1	0	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	2
ENSG00000125337.16	KIF25	protein_coding	chr6	167999092	168045089	+	2	2	1	1	2	1	3	1	1	0	0	0	1	0	5	1	2	2	1	2	1	OO-11	2	1	1	1	1	3	1	2	1	4	1	1	1	4	2	1	0	1	2	1	3	6	2	1	1	OO-21	2	0	1
ENSG00000125347.13	IRF1	protein_coding	chr5	132481609	132490798	-	2	2	2	2	2	3	2	1	6	3	2	3	2	OO-24	1	1	2	2	2	3	2	1	6	2	6	2	1	1	2	1	2	2	2	1	3	2	2	2	2	2	4	2	2	OO-10	1	3	2	1	2	2	4
ENSG00000125378.15	BMP4	protein_coding	chr14	53949736	53958761	-	1	2	OO-11	2	2	3	2	2	1	1	2	9	1	1	1	1	OO-10	1	2	0	0	1	2	4	1	2	2	3	0	1	2	3	3	2	3	3	2	2	1	2	OO-19	1	1	3	1	3	2	2	0	1	3
ENSG00000125538.11	IL1B	protein_coding	chr2	112829751	112836903	-	0	1	0	0	0	OO-5	0	0	OO-11	0	2	1	1	OO-27	0	0	1	0	1	0	0	0	OO-7	0	OO-17	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	OO-10	0	1	0	1	0	0	OO-8
ENSG00000125657.4	TNFSF9	protein_coding	chr19	6530999	6535928	+	2	4	3	5	5	9	3	3	3	2	7	4	3	5	5	4	5	4	5	1	1	5	3	5	4	2	4	5	1	1	3	3	5	5	4	3	4	4	3	4	3	3	3	OO-15	1	10	3	4	2	3	7
ENSG00000125730.16	C3	protein_coding	chr19	6677704	6730562	-	6	7	8	6	7	4	4	6	7	7	7	14	5	15	10	5	6	6	9	15	3	7	OO-118	10	10	3	4	6	2	1	10	6	6	20	17	4	15	3	8	11	13	3	4	11	4	15	3	7	5	4	11
ENSG00000125733.17	TRIP10	protein_coding	chr19	6737925	6751526	+	6	6	8	6	4	5	7	4	11	8	5	8	7	12	5	5	13	7	4	6	4	5	OO-37	7	12	7	7	5	4	7	5	6	5	8	7	10	10	8	5	6	10	6	8	10	5	8	8	6	4	4	14
ENSG00000125740.13	FOSB	protein_coding	chr19	45467995	45475179	+	3	4	4	3	4	OO-37	2	3	OO-41	2	9	5	3	5	4	4	13	3	4	1	1	3	2	5	11	3	8	4	2	1	5	3	8	4	3	4	2	3	3	3	8	13	2	OO-41	1	16	3	5	1	3	4
ENSG00000125753.13	VASP	protein_coding	chr19	45506579	45526983	+	8	7	8	9	9	8	8	7	13	8	6	10	7	13	5	6	15	7	6	6	7	6	OO-26	9	14	7	8	7	4	6	7	8	6	9	8	9	9	8	6	7	11	9	8	9	5	10	8	7	5	6	10
ENSG00000126264.9	HCST	protein_coding	chr19	35903856	35904377	+	2	1	2	2	2	2	3	2	1	2	2	4	2	4	2	1	2	2	1	1	1	1	OO-10	2	3	2	1	3	1	1	2	1	2	4	3	2	3	1	2	3	4	1	1	2	1	3	1	3	2	1	4
ENSG00000126266.3	FFAR1	protein_coding	chr19	35351552	35353862	+	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	OO-5	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0
ENSG00000126709.14	IFI6	protein_coding	chr1	27666061	27672218	-	82	172	116	103	80	235	94	75	130	107	96	147	117	68	135	129	133	235	124	65	60	141	80	258	83	107	132	196	24	74	126	108	165	148	160	119	167	153	140	166	150	93	90	116	71	118	150	106	OO-710	102	107
ENSG00000126778.8	SIX1	protein_coding	chr14	60643415	60658259	-	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	OO-7	0	0	0	0	0	0	0	0	0	0
ENSG00000126890.13	CTAG2	protein_coding	chrX	154651972	154653579	-	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OO-13	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127951.6	FGL2	protein_coding	chr7	77193371	77199848	-	1	1	OO-20	1	0	3	1	1	4	2	1	OO-13	1	2	1	1	OO-11	1	0	1	1	1	OO-8	1	2	1	1	1	1	0	1	1	2	1	3	6	2	1	1	1	OO-28	4	1	1	1	3	1	1	1	1	1
ENSG00000128052.8	KDR	protein_coding	chr4	55078477	55125589	-	3	2	4	2	3	1	1	2	3	4	1	OO-15	2	3	2	2	4	3	2	2	2	2	4	2	4	2	2	1	1	2	2	2	3	2	7	2	3	2	3	3	OO-14	2	2	3	2	3	3	2	1	3	2
ENSG00000128274.15	A4GALT	protein_coding	chr22	42692121	42721298	-	3	3	4	2	3	2	5	3	4	4	3	5	4	7	2	2	7	2	2	5	3	2	OO-15	3	4	4	3	3	1	5	3	4	2	4	3	5	6	4	2	3	7	2	2	2	2	4	4	3	2	2	12
ENSG00000128283.6	CDC42EP1	protein_coding	chr22	37560447	37569405	+	7	44	12	12	15	23	14	10	30	28	14	21	15	11	12	10	21	71	18	23	9	16	30	31	OO-100	15	10	10	6	19	14	14	35	18	26	16	26	15	14	11	32	27	27	37	10	24	16	24	10	40	20
